state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank,Status
Rajasthan,TONK-SAWAI MADHOPUR,KAMAL KUMAR DHOBI,Independent,1726,0,1726,13,Lost
Rajasthan,TONK-SAWAI MADHOPUR,KORI LAL,Independent,1925,0,1925,14,Lost
Rajasthan,TONK-SAWAI MADHOPUR,GOVIND PRASAD,Independent,3127,0,3127,15,Lost
Rajasthan,TONK-SAWAI MADHOPUR,CHANDAN LAL MEENA,Independent,6523,0,6523,16,Lost
Rajasthan,TONK-SAWAI MADHOPUR,BABULAL JANGID,Independent,7204,0,7204,17,Lost
Rajasthan,TONK-SAWAI MADHOPUR,MAKKHAN,Independent,10518,5,10523,18,Lost
Rajasthan,TONK-SAWAI MADHOPUR,RAM PARKASH,Independent,6186,0,6186,19,Lost
Rajasthan,TONK-SAWAI MADHOPUR,SAMPATTI BAI ALIAS SUNITA VERMA,Independent,1616,0,1616,20,Lost
Rajasthan,TONK-SAWAI MADHOPUR,SIYA RAM,Independent,1105,0,1105,21,Lost
Rajasthan,TONK-SAWAI MADHOPUR,HARI RAM,Independent,1048,0,1048,22,Lost
Rajasthan,TONK-SAWAI MADHOPUR,None of the Above,NOTA,3673,0,3673,23,Lost
Rajasthan,Ajmer,JAGDISH,Bahujan Samaj Party,7965,9,7974,1,Won
Rajasthan,Ajmer,SACHIN PILOT,Indian National Congress,465072,819,465891,2,Lost
Rajasthan,Ajmer,SANWAR LAL JAT ,Bharatiya Janata Party,635990,1884,637874,3,Lost
Rajasthan,Ajmer,SANWAR LAL,Nationalist Congress Party,12132,17,12149,4,Lost
Rajasthan,Ajmer,MUKUL MISHRA,Akhil Bharat Hindu Mahasabha,1869,0,1869,5,Lost
Rajasthan,Ajmer,RAMLAL,AKBAP,1038,2,1040,6,Lost
Rajasthan,Ajmer,ANITA JAIN,Independent,910,0,910,7,Lost
Rajasthan,Ajmer,KRISHNA KUMAR DADHICH,Independent,1014,1,1015,8,Lost
Rajasthan,Ajmer,JAGDISH SINGH RAWAT,Independent,1374,0,1374,9,Lost
Rajasthan,Ajmer,NARAIN DAS SINDHI,Independent,3517,1,3518,10,Lost
Rajasthan,Ajmer,BHANWAR LAL SONI,Independent,4970,0,4970,11,Lost
Rajasthan,Ajmer,SURENDRA KUMAR JAIN,Independent,5184,0,5184,12,Lost
Rajasthan,Ajmer,None of the Above,NOTA,12534,12,12546,13,Lost
Rajasthan,Nagaur,ABDUL AZIZ,Bahujan Samaj Party,11235,4,11239,1,Won
Rajasthan,Nagaur,C R CHOUDHARY,Bharatiya Janata Party,412745,2046,414791,2,Lost
Rajasthan,Nagaur,DR JYOTI MIRDHA,Indian National Congress,338748,825,339573,3,Lost
Rajasthan,Nagaur,AYUB KHAN,Samajwadi Party,7298,2,7300,4,Lost
Rajasthan,Nagaur,NEMICHAND,AVIRP,4368,4,4372,5,Lost
Rajasthan,Nagaur,BHANWAR SINGH RATHORE,All India Trinamool Congress,5767,9,5776,6,Lost
Rajasthan,Nagaur,HANUMANRAM,Aam Aadmi Party,3959,17,3976,7,Lost
Rajasthan,Nagaur,HARIRAM MEHRADA,BA S D,11347,5,11352,8,Lost
Rajasthan,Nagaur,CHHOTURAM,Independent,15226,8,15234,9,Lost
Rajasthan,Nagaur,MULARAM,Independent,4332,0,4332,10,Lost
Rajasthan,Nagaur,SUNIL,Independent,5250,1,5251,11,Lost
Rajasthan,Nagaur,HANUMAN BENIWAL,Independent,159519,461,159980,12,Lost
Rajasthan,Nagaur,HARIRAM,Independent,8658,0,8658,13,Lost
Rajasthan,Nagaur,None of the Above,NOTA,12176,9,12185,14,Lost
Rajasthan,Pali,P P CHAUDHARY,Bharatiya Janata Party,708015,3757,711772,1,Won
Rajasthan,Pali,BHOJRAJ,Bahujan Samaj Party,16408,61,16469,2,Lost
Rajasthan,Pali,MUNNI DEVI GODARA,Indian National Congress,311506,1227,312733,3,Lost
Rajasthan,Pali,JAGDISH,Bahujan Mukti Party,7180,6,7186,4,Lost
Rajasthan,Pali,DEV KISHAN DEHIYA,MEDP,1257,7,1264,5,Lost
Rajasthan,Pali,MAHESH BHANDARI,Aam Aadmi Party,4976,55,5031,6,Lost
Rajasthan,Pali,SHOBHARAM MALI,Jai Maha Bharath Party,2822,3,2825,7,Lost
Rajasthan,Pali,UDARAM,Independent,2047,11,2058,8,Lost
Rajasthan,Pali,OM PRAKASH MALI,Independent,3302,4,3306,9,Lost
Rajasthan,Pali,KANHAIYALAL PAREEK,Independent,1884,6,1890,10,Lost
Rajasthan,Pali,DINESH MEV,Independent,2355,3,2358,11,Lost
Rajasthan,Pali,DR. RAMLAL MOHBARSHA,Independent,5784,10,5794,12,Lost
Rajasthan,Pali,SHER SINGH SAFA,Independent,5175,23,5198,13,Lost
Rajasthan,Pali,None of the Above,NOTA,17685,18,17703,14,Lost
Rajasthan,Jodhpur,GAJENDRASINGH SHEKHAWAT ,Bharatiya Janata Party,708060,5455,713515,1,Won
Rajasthan,Jodhpur,GOPARAM MEGHWAL,Bahujan Samaj Party,13434,77,13511,2,Lost
Rajasthan,Jodhpur,CHANDRESH KUMARI,Indian National Congress,302031,1433,303464,3,Lost
Rajasthan,Jodhpur,DHANRAJ GEHLOT,Jai Maha Bharath Party,7099,5,7104,4,Lost
Rajasthan,Jodhpur,RAVI GARG,BNNP,1205,1,1206,5,Lost
Rajasthan,Jodhpur,VIGYAN MODI,Aam Aadmi Party,8461,91,8552,6,Lost
Rajasthan,Jodhpur,JAYDA,Independent,715,3,718,7,Lost
Rajasthan,Jodhpur,JETHARAM MEGHWAL,Independent,818,13,831,8,Lost
Rajasthan,Jodhpur,DUNGAR MAL PUNIYA,Independent,1034,7,1041,9,Lost
Rajasthan,Jodhpur,MEHMOODA BEGAM ABBASI,Independent,2627,4,2631,10,Lost
Rajasthan,Jodhpur,RAM DAYAL,Independent,2321,0,2321,11,Lost
Rajasthan,Jodhpur,RUGHA RAM CHOUDHARY ADVOCATE,Independent,4852,3,4855,12,Lost
Rajasthan,Jodhpur,SOHAN LAL GOYAL,Independent,3763,1,3764,13,Lost
Rajasthan,Jodhpur,None of the Above,NOTA,15063,22,15085,14,Lost
Rajasthan,Barmer,MALAM SINGH ,Bahujan Samaj Party,12878,5,12883,1,Won
Rajasthan,Barmer,COL. SONA RAM,Bharatiya Janata Party,487437,1310,488747,2,Lost
Rajasthan,Barmer,HARISH CHAUDHARY,Indian National Congress,220364,517,220881,3,Lost
Rajasthan,Barmer,MANGILAL GAUR,Aam Aadmi Party,14898,8,14906,4,Lost
Rajasthan,Barmer,MAHANT ARJUNPURI,Independent,6379,1,6380,5,Lost
Rajasthan,Barmer,KHET SINGH RAJPUROHIT,Independent,12365,1,12366,6,Lost
Rajasthan,Barmer,JASWANT SINGH,Independent,400039,1247,401286,7,Lost
Rajasthan,Barmer,POPATRAM,Independent,7552,5,7557,8,Lost
Rajasthan,Barmer,BABULAL,Independent,6726,11,6737,9,Lost
Rajasthan,Barmer,MASTER BHAIRARAM MEGHWAL,Independent,13920,4,13924,10,Lost
Rajasthan,Barmer,RAMA RAM,Independent,17562,1,17563,11,Lost
Rajasthan,Barmer,None of the Above,NOTA,15884,5,15889,12,Lost
Rajasthan,Jalore,ANJANA UDAI LAL,Indian National Congress,199343,20,199363,1,Won
Rajasthan,Jalore,OTARAM,Bahujan Samaj Party,29998,0,29998,2,Lost
Rajasthan,Jalore,DEVJI PATEL ,Bharatiya Janata Party,580304,204,580508,3,Lost
Rajasthan,Jalore,CHHAGANARAM / PRHALAD,Hindustan Janta Party,15811,0,15811,4,Lost
Rajasthan,Jalore,CHHAGANARAM / BHALARAM,Bahujan Mukti Party,3960,0,3960,5,Lost
Rajasthan,Jalore,RAN SINGH RAJPUROHIT,JGP,2731,0,2731,6,Lost
Rajasthan,Jalore,SUKH DEV,AAP,2017,0,2017,7,Lost
Rajasthan,Jalore,TARUN KUMAR,Independent,2596,0,2596,8,Lost
Rajasthan,Jalore,NARINGA RAM YADAV,Independent,3199,1,3200,9,Lost
Rajasthan,Jalore,NARAYAN LAL,Independent,9875,0,9875,10,Lost
Rajasthan,Jalore,S. BUTA SINGH,Independent,175228,116,175344,11,Lost
Rajasthan,Jalore,BHANWAR LAL WAGHELA,Independent,4817,0,4817,12,Lost
Rajasthan,Jalore,MANARA RAM,Independent,6146,0,6146,13,Lost
Rajasthan,Jalore,MAHENDRA K. CHOUDHARY,Independent,13008,0,13008,14,Lost
Rajasthan,Jalore,MOOLA RAM,Independent,10316,0,10316,15,Lost
Rajasthan,Jalore,SHANKAR LAL DARJI,Independent,16399,0,16399,16,Lost
Rajasthan,Jalore,None of the Above,NOTA,11180,3,11183,17,Lost
Rajasthan,Udaipur,ARJUNLAL MEENA ,Bharatiya Janata Party,657260,3113,660373,1,Won
Rajasthan,Udaipur,MEGHRAJ TAWAR,Communist Party of India,33720,23,33743,2,Lost
Rajasthan,Udaipur,RAGHUVIR SINGH,Indian National Congress,422816,795,423611,3,Lost
Rajasthan,Udaipur,LAXMAN BHIL,Bahujan Samaj Party,20682,8,20690,4,Lost
Rajasthan,Udaipur,GOTAM LAL MEENA,Communist Party of India (Marxist-Lenninist) (Liberation),5437,5,5442,5,Lost
Rajasthan,Udaipur,PRABHU LAL MEENA,Bahujan Mukti Party,4520,9,4529,6,Lost
Rajasthan,Udaipur,LAXMILAL GAMETI,Socialist Party (India),6679,1,6680,7,Lost
Rajasthan,Udaipur,DR. VELARAM MEENA,Aam Aadmi Party,11390,59,11449,8,Lost
Rajasthan,Udaipur,None of the Above,NOTA,26662,23,26685,9,Lost
Rajasthan,Banswara,MANSHANKAR NINAMA ,Bharatiya Janata Party,575782,1651,577433,1,Won
Rajasthan,Banswara,RESHAM MALVIYA,Indian National Congress,485096,421,485517,2,Lost
Rajasthan,Banswara,VIJAYPAL,Bahujan Samaj Party,27881,5,27886,3,Lost
Rajasthan,Banswara,BHANJI BHAI,Janata Dal (United),21759,1,21760,4,Lost
Rajasthan,Banswara,SOMA LAL KOTED,Bahujan Mukti Party,10476,65,10541,5,Lost
Rajasthan,Banswara,HARISH RAWAT,Aam Aadmi Party,13629,18,13647,6,Lost
Rajasthan,Banswara,None of the Above,NOTA,34389,15,34404,7,Lost
Rajasthan,Chittorgarh,GIRIJA VYAS,Indian National Congress,385733,646,386379,1,Won
Rajasthan,Chittorgarh,CHANDRA PRAKASH JOSHI,Bharatiya Janata Party,701190,2046,703236,2,Lost
Rajasthan,Chittorgarh,RADHA DEVI,Communist Party of India,21592,1,21593,3,Lost
Rajasthan,Chittorgarh,SANJAY KUMAR,Bahujan Samaj Party,4466,1,4467,4,Lost
Rajasthan,Chittorgarh,DR. NARENDRA KUMAR GUPTA,Aam Aadmi Party,5917,22,5939,5,Lost
Rajasthan,Chittorgarh,PRABHU LAL GUJJAR,Jai Maha Bharath Party,1216,0,1216,6,Lost
Rajasthan,Chittorgarh,MANGI LAL SOLANKI,Bahujan Mukti Party,1289,2,1291,7,Lost
Rajasthan,Chittorgarh,VIJAYA RAY,Rajasthan Vikas Party,1238,2,1240,8,Lost
Rajasthan,Chittorgarh,SHANTI LAL TRIVEDI,Communist Party of India (Marxist-Lenninist) (Liberation),1557,7,1564,9,Lost
Rajasthan,Chittorgarh,GULAB CHAND SAHLOT,Independent,1688,4,1692,10,Lost
Rajasthan,Chittorgarh,BABU MEGHWAL,Independent,3063,6,3069,11,Lost
Rajasthan,Chittorgarh,BHANWAR LAL,Independent,3261,2,3263,12,Lost
Rajasthan,Chittorgarh,MOHAMMAD IMTIYAZ,Independent,4971,0,4971,13,Lost
Rajasthan,Chittorgarh,YASHWANT PURI,Independent,12675,0,12675,14,Lost
Rajasthan,Chittorgarh,None of the Above,NOTA,20020,14,20034,15,Lost
Rajasthan,Rajsamand,GOPAL SINGH SHEKHAWAT,Indian National Congress,248331,758,249089,1,Won
Rajasthan,Rajsamand,NEERU RAM JAT,Bahujan Samaj Party,14541,38,14579,2,Lost
Rajasthan,Rajsamand,HARIOM SINGH RATHORE,Bharatiya Janata Party,641020,3774,644794,3,Lost
Rajasthan,Rajsamand,IDRISH MOHAMMAD,JGP,10398,9,10407,4,Lost
Rajasthan,Rajsamand,GULAM FARID,Samajwadi Party,2972,5,2977,5,Lost
Rajasthan,Rajsamand,PRADEEP SINGH BHATNAGAR,Aam Aadmi Party,4840,57,4897,6,Lost
Rajasthan,Rajsamand,LAXMAN,Jai Maha Bharath Party,1392,0,1392,7,Lost
Rajasthan,Rajsamand,KHIMARAM SALVI,Independent,2555,4,2559,8,Lost
Rajasthan,Rajsamand,BHANWAR LAL MALI,Independent,6410,8,6418,9,Lost
Rajasthan,Rajsamand,SANJAY CHOUDHARY,Independent,12336,143,12479,10,Lost
Rajasthan,Rajsamand,SURYA BHAWANI SINGH CHAWARA,Independent,10159,1,10160,11,Lost
Rajasthan,Rajsamand,HEERA KATHAT,Independent,5183,3,5186,12,Lost
Rajasthan,Rajsamand,None of the Above,NOTA,17154,28,17182,13,Lost
Rajasthan,Bhilwara,ASHOK CHANDNA,Indian National Congress,383403,650,384053,1,Won
Rajasthan,Bhilwara,GOVIND KUMAR BAIRWA,Bahujan Samaj Party,15076,12,15088,2,Lost
Rajasthan,Bhilwara,SUBHASH BAHERIA,Bharatiya Janata Party,629117,1200,630317,3,Lost
Rajasthan,Bhilwara,CHANDRA PRAKASH GOCHER,Bharatiya Yuva Shakti,10338,6,10344,4,Lost
Rajasthan,Bhilwara,RADHY SHYAM VAISHNAV,BA S D,5682,2,5684,5,Lost
Rajasthan,Bhilwara,SUNIL AGIWAL,Aam Aadmi Party,5885,24,5909,6,Lost
Rajasthan,Bhilwara,ASLAM SHEKH ADVOCATE,Independent,1782,12,1794,7,Lost
Rajasthan,Bhilwara,RATAN LAL DHOBI,Independent,7103,7,7110,8,Lost
Rajasthan,Bhilwara,SHYAM LAL SALVI,Independent,5367,7,5374,9,Lost
Rajasthan,Bhilwara,SATYA PRAKASH SHARMA,Independent,11980,2,11982,10,Lost
Rajasthan,Bhilwara,SURENDAR SINGH RANAWAT,Independent,6734,3,6737,11,Lost
Rajasthan,Bhilwara,None of the Above,NOTA,19694,4,19698,12,Lost
Rajasthan,Kota,ASHOK KUMAR,Bahujan Samaj Party,10839,23,10862,1,Won
Rajasthan,Kota,IJYARAJ SINGH,Indian National Congress,442492,1548,444040,2,Lost
Rajasthan,Kota,OM BIRLA ,Bharatiya Janata Party,641365,3457,644822,3,Lost
Rajasthan,Kota,AJMAT ALI,Bharatiya Yuva Shakti,7550,9,7559,4,Lost
Rajasthan,Kota,ASHOK KUMAR JAIN,Aam Aadmi Party,16888,93,16981,5,Lost
Rajasthan,Kota,MAHESH KUMAR RANIWAL,AVIRP,1008,2,1010,6,Lost
Rajasthan,Kota,RAJESH KUMAR,Jai Maha Bharath Party,1168,0,1168,7,Lost
Rajasthan,Kota,ASFAK ALI,Independent,1708,5,1713,8,Lost
Rajasthan,Kota,TEJPAL,Independent,1809,16,1825,9,Lost
Rajasthan,Kota,MAHENDRA KUMAR,Independent,2293,14,2307,10,Lost
Rajasthan,Kota,MOHAN LAL MAHAWAR,Independent,4820,2,4822,11,Lost
Rajasthan,Kota,SHYAM SUNDER SHARMA,Independent,5083,8,5091,12,Lost
Rajasthan,Kota,None of the Above,NOTA,12746,14,12760,13,Lost
Rajasthan,JHALAWAR-BARAN,CHANDRA SINGH,Bahujan Samaj Party,23587,0,23587,1,Won
Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,Bharatiya Janata Party,676022,80,676102,2,Lost
Rajasthan,JHALAWAR-BARAN,PRAMOD BHAYA,Indian National Congress,394514,42,394556,3,Lost
Rajasthan,JHALAWAR-BARAN,JAVED KHAN,Bharatiya Yuva Shakti,13617,0,13617,4,Lost
Rajasthan,JHALAWAR-BARAN,BALDAR,Independent,7836,0,7836,5,Lost
Rajasthan,JHALAWAR-BARAN,SULEMAN PUTA,Independent,11602,0,11602,6,Lost
Rajasthan,JHALAWAR-BARAN,None of the Above,NOTA,19064,0,19064,7,Lost
Sikkim,Sikkim,AKAR DHOJ LIMBU,Indian National Congress,6967,222,7189,1,Won
Sikkim,Sikkim,NAR BAHADUR KHATIWADA,Bharatiya Janata Party,7188,91,7279,2,Lost
Sikkim,Sikkim,PREM DAS RAI,Sikkim Democratic Front,159704,3994,163698,3,Lost
Sikkim,Sikkim,KAUSHAL RAI,Aam Aadmi Party,2470,71,2541,4,Lost
Sikkim,Sikkim,NAKUL DAS RAI,All India Trinamool Congress,1908,64,1972,5,Lost
Sikkim,Sikkim,TEK NATH DHAKAL,Sikkim Krantikari Morcha,117071,4885,121956,6,Lost
Sikkim,Sikkim,None of the Above,NOTA,4259,73,4332,7,Lost
Tamil Nadu,Thiruvallur ,KANNAN A.S,Communist Party of India,13787,7,13794,1,Won
Tamil Nadu,Thiruvallur ,SATHYAMURTHY.C,Bahujan Samaj Party,11137,0,11137,2,Lost
Tamil Nadu,Thiruvallur ,YUVARAJ.V,DMDK,204691,43,204734,3,Lost
Tamil Nadu,Thiruvallur ,VENUGOPAL.P.(DR),All India Anna Dravida Munnetra Kazhagam,628370,129,628499,4,Lost
Tamil Nadu,Thiruvallur ,JAYAKUMAR.M,Indian National Congress,43953,7,43960,5,Lost
Tamil Nadu,Thiruvallur ,SRINIVASAN.D,Samajwadi Party,2642,0,2642,6,Lost
Tamil Nadu,Thiruvallur ,BALAMURUGAN.B,Aam Aadmi Party,8259,1,8260,7,Lost
Tamil Nadu,Thiruvallur ,RAVIKUMAR.D,Viduthalai Chiruthaigal Katchi,304938,131,305069,8,Lost
Tamil Nadu,Thiruvallur ,CHANDRASEKARAN.M,Independent,1597,0,1597,9,Lost
Tamil Nadu,Thiruvallur ,SURESH KUMAR.S,Independent,1062,0,1062,10,Lost
Tamil Nadu,Thiruvallur ,DOSS.R,Independent,1596,0,1596,11,Lost
Tamil Nadu,Thiruvallur ,RAVIKUMAR.M,Independent,2965,1,2966,12,Lost
Tamil Nadu,Thiruvallur ,VETRISELVAM.K,Independent,2441,0,2441,13,Lost
Tamil Nadu,Thiruvallur ,VENUGOPAL.P,Independent,3084,1,3085,14,Lost
Tamil Nadu,Thiruvallur ,None of the Above,NOTA,23590,8,23598,15,Lost
Tamil Nadu,Chennai North,GIRIRAJAN .R,Dravida Munnetra Kazhagam,306687,313,307000,1,Won
Tamil Nadu,Chennai North,SOUNDARAPANDIAN .M,DMDK,86952,37,86989,2,Lost
Tamil Nadu,Chennai North,BIJU CHACKO,Indian National Congress,24169,21,24190,3,Lost
Tamil Nadu,Chennai North,VASUKI .U,Communist Party of India  (Marxist),23725,26,23751,4,Lost
Tamil Nadu,Chennai North,VENKATESH BABU .T.G,All India Anna Dravida Munnetra Kazhagam,406552,152,406704,5,Lost
Tamil Nadu,Chennai North,JANARTHANAN .J,Bahujan Samaj Party,4959,1,4960,6,Lost
Tamil Nadu,Chennai North,SIVAKUMAR . V,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),502,0,502,7,Lost
Tamil Nadu,Chennai North,NIJAM MOHAIDEEN .M,Social Democratic Party of India,14585,0,14585,8,Lost
Tamil Nadu,Chennai North,BABU MAILAN .A,Lok Seva Parishad,569,0,569,9,Lost
Tamil Nadu,Chennai North,PAULRAJ .T,MMKA,387,0,387,10,Lost
Tamil Nadu,Chennai North,RAMESH KANNAN .G,Republican Party of India,257,0,257,11,Lost
Tamil Nadu,Chennai North,VIJAYA KUMAR .K,Tamil Nadu Makkal Congress,1145,0,1145,12,Lost
Tamil Nadu,Chennai North,SRINIVASON .S,Aam Aadmi Party,6805,14,6819,13,Lost
Tamil Nadu,Chennai North,ANBAZHAGAN .G,Independent,208,0,208,14,Lost
Tamil Nadu,Chennai North,GIRIRAJ. D,Independent,414,0,414,15,Lost
Tamil Nadu,Chennai North,KESAVAN. L,Independent,1198,0,1198,16,Lost
Tamil Nadu,Chennai North,KOLANGI. M,Independent,1494,0,1494,17,Lost
Tamil Nadu,Chennai North,CHARAVANAN. M.P.,Independent,475,0,475,18,Lost
Tamil Nadu,Chennai North,SIVASHANMUGA PERUMAL. S,Independent,712,0,712,19,Lost
Tamil Nadu,Chennai North,SEETHA MALLAR. A,Independent,469,0,469,20,Lost
Tamil Nadu,Chennai North,SRINIVASAN. J,Independent,964,0,964,21,Lost
Tamil Nadu,Chennai North,SUNDAR. G,Independent,870,0,870,22,Lost
Tamil Nadu,Chennai North,SENTHIL KUMAR. K,Independent,472,0,472,23,Lost
Tamil Nadu,Chennai North,DEEPAK. C,Independent,475,0,475,24,Lost
Tamil Nadu,Chennai North,DURAI BABU. R,Independent,297,0,297,25,Lost
Tamil Nadu,Chennai North,DEVARAJ. G,Independent,386,0,386,26,Lost
Tamil Nadu,Chennai North,PAUL KANAGARAJ. R.C,Independent,1588,1,1589,27,Lost
Tamil Nadu,Chennai North,BALAJI. E,Independent,311,0,311,28,Lost
Tamil Nadu,Chennai North,PRABHAKARAN. K,Independent,457,0,457,29,Lost
Tamil Nadu,Chennai North,PONRAJ. P,Independent,208,0,208,30,Lost
Tamil Nadu,Chennai North,MAHENDRAN. K.P.P.,Independent,343,0,343,31,Lost
Tamil Nadu,Chennai North,MARIMUTHU. P,Independent,777,0,777,32,Lost
Tamil Nadu,Chennai North,MARIRAJ. T.R,Independent,559,0,559,33,Lost
Tamil Nadu,Chennai North,MOHAMED MAJASUDDIN,Independent,301,1,302,34,Lost
Tamil Nadu,Chennai North,YOGARAJ. S,Independent,206,0,206,35,Lost
Tamil Nadu,Chennai North,RAVIKUMAR. T,Independent,211,0,211,36,Lost
Tamil Nadu,Chennai North,RAVI PARIYANAR. D,Independent,600,0,600,37,Lost
Tamil Nadu,Chennai North,RAMASAMY. M.D.,Independent,234,0,234,38,Lost
Tamil Nadu,Chennai North,RAJ. N,Independent,216,0,216,39,Lost
Tamil Nadu,Chennai North,RAJA. B,Independent,337,0,337,40,Lost
Tamil Nadu,Chennai North,None of the Above,NOTA,17463,9,17472,41,Lost
Tamil Nadu,Chennai South,GANESAN  S,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1706,2,1708,1,Won
Tamil Nadu,Chennai South,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,Independent,1638,9,1647,2,Lost
Tamil Nadu,Chennai South,(KUPPAL)G.DEVADOSS,Independent,511,0,511,3,Lost
Tamil Nadu,Chennai South,A. JAIGANESH,Lok Seva Parishad,518,0,518,4,Lost
Tamil Nadu,Chennai South,LA.GANESAN,Bharatiya Janata Party,257970,292,258262,5,Lost
Tamil Nadu,Chennai South,S. BALU,Independent,259,0,259,6,Lost
Tamil Nadu,Chennai South,COLONEL KADAR BASHA,Independent,426,1,427,7,Lost
Tamil Nadu,Chennai South,DR. J. JAYAVARDHAN,All India Anna Dravida Munnetra Kazhagam,434229,311,434540,8,Lost
Tamil Nadu,Chennai South,T. DHANASEKAR,National Organisation Congress,325,3,328,9,Lost
Tamil Nadu,Chennai South,RAJINI NIVETHA,Independent,140,0,140,10,Lost
Tamil Nadu,Chennai South,R. RAVICHANDRAN,Independent,213,2,215,11,Lost
Tamil Nadu,Chennai South,V. BALAJI,Bahujan Samaj Party,1527,2,1529,12,Lost
Tamil Nadu,Chennai South,S.S.RADHAKRISHNAN,Independent,373,0,373,13,Lost
Tamil Nadu,Chennai South,THANGARAJ,Independent,187,1,188,14,Lost
Tamil Nadu,Chennai South,S. DEVADOSS,Independent,233,0,233,15,Lost
Tamil Nadu,Chennai South,S. SEETHALAKSHMI,Tamil Nadu Makkal Congress,1289,0,1289,16,Lost
Tamil Nadu,Chennai South,JAHIR HUSSAIN. M,Aam Aadmi Party,17172,36,17208,17,Lost
Tamil Nadu,Chennai South,S. PARTHIBAN,Independent,174,0,174,18,Lost
Tamil Nadu,Chennai South,LOGANATHAN,Independent,117,0,117,19,Lost
Tamil Nadu,Chennai South,A. IRUDAYADASS,Independent,975,1,976,20,Lost
Tamil Nadu,Chennai South,T.K.S.ELANGOVAN,Dravida Munnetra Kazhagam,298427,538,298965,21,Lost
Tamil Nadu,Chennai South,J.S. MAHALINGAM,Independent,267,0,267,22,Lost
Tamil Nadu,Chennai South,M. ARUMUGAM,Independent,219,2,221,23,Lost
Tamil Nadu,Chennai South,K. MANI,Janata Dal (United),273,1,274,24,Lost
Tamil Nadu,Chennai South,KANTHAVEL  D,Independent,865,0,865,25,Lost
Tamil Nadu,Chennai South,S. BALAMURALI,Independent,416,0,416,26,Lost
Tamil Nadu,Chennai South,S. RAJESHWARI,Independent,157,0,157,27,Lost
Tamil Nadu,Chennai South,S. VEERAMANI,Independent,105,0,105,28,Lost
Tamil Nadu,Chennai South,S.V. RAMANI,Indian National Congress,24239,37,24276,29,Lost
Tamil Nadu,Chennai South,B. KUMAR SRI SRI,Independent,232,0,232,30,Lost
Tamil Nadu,Chennai South,BHAVANI JANAKIRAM,Independent,244,0,244,31,Lost
Tamil Nadu,Chennai South,S. PRAGASAM,Independent,636,0,636,32,Lost
Tamil Nadu,Chennai South,T. PONNUSAMY,Independent,533,0,533,33,Lost
Tamil Nadu,Chennai South,A. MAGESH,Independent,121,0,121,34,Lost
Tamil Nadu,Chennai South,PON. SIVA KUMAR,Independent,271,0,271,35,Lost
Tamil Nadu,Chennai South,S. CHARUMATHI,Independent,256,1,257,36,Lost
Tamil Nadu,Chennai South,S. SESU RAJ,Independent,203,0,203,37,Lost
Tamil Nadu,Chennai South,K. SHANKAR,Independent,498,0,498,38,Lost
Tamil Nadu,Chennai South,JOSEPH GUNASEKAR,Independent,253,0,253,39,Lost
Tamil Nadu,Chennai South,R. KANDASAMY@BABU,Ambedkar Peoples Movement,371,1,372,40,Lost
Tamil Nadu,Chennai South,M. JAYARAMAN,Independent,191,1,192,41,Lost
Tamil Nadu,Chennai South,T.K. RAMAJAYAM,Independent,1180,0,1180,42,Lost
Tamil Nadu,Chennai South,None of the Above,NOTA,20200,29,20229,43,Lost
Tamil Nadu,Chennai central,S.D. KRISHNAKUMAR,Republican Party of India (A),1527,1,1528,1,Won
Tamil Nadu,Chennai central,S.R. VIJAYAKUMAR,All India Anna Dravida Munnetra Kazhagam,333103,193,333296,2,Lost
Tamil Nadu,Chennai central,J. PRABHAKAR,Aam Aadmi Party,19515,38,19553,3,Lost
Tamil Nadu,Chennai central,B. AMBETH VENKATESH,Independent,387,3,390,4,Lost
Tamil Nadu,Chennai central,J. CONSTANDINE RAVINDRAN,DMDK,114759,39,114798,5,Lost
Tamil Nadu,Chennai central,MURALIKRISHNAN (A) SAMARAN,Bahujan Samaj Party,2527,4,2531,6,Lost
Tamil Nadu,Chennai central,D. BABU,Independent,261,0,261,7,Lost
Tamil Nadu,Chennai central,C.D. MEYYAPPAN,Indian National Congress,25963,18,25981,8,Lost
Tamil Nadu,Chennai central,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,286980,475,287455,9,Lost
Tamil Nadu,Chennai central,M. PRABAKARAN,Independent,329,7,336,10,Lost
Tamil Nadu,Chennai central,M. MURUGAN,Independent,696,1,697,11,Lost
Tamil Nadu,Chennai central,P. MANIMARAN,Independent,391,0,391,12,Lost
Tamil Nadu,Chennai central,K.RAVEENDRAN,Independent,369,0,369,13,Lost
Tamil Nadu,Chennai central,D. RAMESH,Independent,259,0,259,14,Lost
Tamil Nadu,Chennai central,M. MOHAMED RASIK,Independent,2015,4,2019,15,Lost
Tamil Nadu,Chennai central,V. CHANDRAMOHAN,Independent,322,2,324,16,Lost
Tamil Nadu,Chennai central,T. RAVIKUMAR,Independent,971,2,973,17,Lost
Tamil Nadu,Chennai central,AUDITOR GOPINARAYANAN,MMKA,805,0,805,18,Lost
Tamil Nadu,Chennai central,P. AHILA,Independent,578,1,579,19,Lost
